dx,icddesc,ccscat,ccsdesc,'OPTIONAL CCS CATEGORY','OPTIONAL CCS CATEGORY DESCRIPTION'
'78951',MALIGNANT ASCITES (Begin 2007),42,'2ndary malig',' ',' '
'1990',MALIG NEO DISSEMINATED,43,'Malig neopls',' ',' '
'1991',MALIGNANT NEOPLASM NOS,43,'Malig neopls',' ',' '
'1992',MALIG NEOPL-TRANSP ORGAN (Begin 2008),43,'Malig neopls',' ',' '
'20920',MAL CRCND PRIM SITE UNKN (Begin 2008),43,'Malig neopls',' ',' '
'20929',MALIG CARCINOID OTH SITE (Begin 2008),43,'Malig neopls',' ',' '
'20930',MALIG NEUROENDO CA NOS (Begin 2008),43,'Malig neopls',' ',' '
'20970',Sec neuroendo tumor NOS (Begin 2009),43,'Malig neopls',' ',' '
'20975',Secondary Merkel cell ca (Begin 2009),43,'Malig neopls',' ',' '
'20979',Sec neuroend tu oth site (Begin 2009),43,'Malig neopls',' ',' '
'2350',UNC BEHAV NEO SALIVARY,44,'Neoplsm unsp',' ',' '
'2351',UNC BEHAV NEO ORAL/PHAR,44,'Neoplsm unsp',' ',' '
'2352',UNC BEHAV NEO INTESTINE,44,'Neoplsm unsp',' ',' '
'2353',UNC BEHAV NEO LIVER,44,'Neoplsm unsp',' ',' '
'2354',UNC BEHAV NEO PERITONEUM,44,'Neoplsm unsp',' ',' '
'2355',UNC BEHAV NEO GI NEC,44,'Neoplsm unsp',' ',' '
'2356',UNC BEHAV NEO LARYNX,44,'Neoplsm unsp',' ',' '
'2357',UNC BEHAV NEO LUNG,44,'Neoplsm unsp',' ',' '
'2358',UNC BEHAV NEO PLEURA,44,'Neoplsm unsp',' ',' '
'2359',UNC BEHAV NEO RESP NEC,44,'Neoplsm unsp',' ',' '
'2360',UNCERT BEHAV NEO UTERUS,44,'Neoplsm unsp',' ',' '
'2361',UNC BEHAV NEO PLACENTA,44,'Neoplsm unsp',' ',' '
'2362',UNC BEHAV NEO OVARY,44,'Neoplsm unsp',' ',' '
'2363',UNC BEHAV NEO FEMALE NEC,44,'Neoplsm unsp',' ',' '
'2364',UNC BEHAV NEO TESTIS,44,'Neoplsm unsp',' ',' '
'2365',UNC BEHAV NEO PROSTATE,44,'Neoplsm unsp',' ',' '
'2366',UNC BEHAV NEO MALE NEC,44,'Neoplsm unsp',' ',' '
'2367',UNC BEHAV NEO BLADDER,44,'Neoplsm unsp',' ',' '
'23690',UNC BEHAV NEO URINAR NOS,44,'Neoplsm unsp',' ',' '
'23691',UNC BEHAV NEO KIDNEY,44,'Neoplsm unsp',' ',' '
'23699',UNC BEHAV NEO URINAR NEC,44,'Neoplsm unsp',' ',' '
'2370',UNC BEHAV NEO PITUITARY,44,'Neoplsm unsp',' ',' '
'2371',UNC BEHAV NEO PINEAL,44,'Neoplsm unsp',' ',' '
'2372',UNC BEHAV NEO ADRENAL,44,'Neoplsm unsp',' ',' '
'2373',UNC BEHAV NEO PARAGANG,44,'Neoplsm unsp',' ',' '
'2374',UNCER NEO ENDOCRINE NEC,44,'Neoplsm unsp',' ',' '
'2375',UNC BEH NEO BRAIN/SPINAL,44,'Neoplsm unsp',' ',' '
'2376',UNC BEHAV NEO MENINGES,44,'Neoplsm unsp',' ',' '
'2377',NEUROFIBROMATOSIS (Begin 1980 End 1990),44,'Neoplsm unsp',' ',' '
'23770',NEUROFIBROMATOSIS NOS (Begin 1990),44,'Neoplsm unsp',' ',' '
'23771',NEUROFIBROMATOSIS TYPE I (Begin 1990),44,'Neoplsm unsp',' ',' '
'23772',NEUROFIBROMATOSIS TYP II (Begin 1990),44,'Neoplsm unsp',' ',' '
'23773',Schwannomatosis (Begin 2010),44,'Neoplsm unsp',' ',' '
'23779',Neurofibromatosis NEC (Begin 2010),44,'Neoplsm unsp',' ',' '
'2379',UNC BEH NEO NERV SYS NEC,44,'Neoplsm unsp',' ',' '
'2380',UNC BEHAV NEO BONE,44,'Neoplsm unsp',' ',' '
'2381',UNC BEHAV NEO SOFT TISSU,44,'Neoplsm unsp',' ',' '
'2382',UNC BEHAV NEO SKIN,44,'Neoplsm unsp',' ',' '
'2383',UNC BEHAV NEO BREAST,44,'Neoplsm unsp',' ',' '
'2384',POLYCYTHEMIA VERA,44,'Neoplsm unsp',' ',' '
'2385',MASTOCYTOMA NOS,44,'Neoplsm unsp',' ',' '
'2386',PLASMACYTOMA NOS,44,'Neoplsm unsp',' ',' '
'2387',LYMPHOPROLIFERAT DIS NOS,44,'Neoplsm unsp',' ',' '
'23871',ESSNTIAL THROMBOCYTHEMIA (Begin 2006),44,'Neoplsm unsp',' ',' '
'23872',LOW GRDE MYELODY SYN LES (Begin 2006),44,'Neoplsm unsp',' ',' '
'23873',HI GRDE MYELODYS SYN LES (Begin 2006),44,'Neoplsm unsp',' ',' '
'23874',MYELODYSPLS SYN W 5Q DEL (Begin 2006),44,'Neoplsm unsp',' ',' '
'23875',MYELODYSPLASTIC SYND NOS (Begin 2006),44,'Neoplsm unsp',' ',' '
'23876',MYELOFI W MYELO METAPLAS (Begin 2006),44,'Neoplsm unsp',' ',' '
'23877',POST TP LYMPHPROLIF DIS (Begin 2008),44,'Neoplsm unsp',' ',' '
'23879',LYMPH/HEMATPOITC TIS NEC (Begin 2006),44,'Neoplsm unsp',' ',' '
'2388',UNCERT BEHAVIOR NEO NEC,44,'Neoplsm unsp',' ',' '
'2389',UNCERT BEHAVIOR NEO NOS,44,'Neoplsm unsp',' ',' '
'2390',DIGESTIVE NEOPLASM NOS,44,'Neoplsm unsp',' ',' '
'2391',RESPIRATORY NEOPLASM NOS,44,'Neoplsm unsp',' ',' '
'2392',BONE/SKIN NEOPLASM NOS,44,'Neoplsm unsp',' ',' '
'2393',BREAST NEOPLASM NOS,44,'Neoplsm unsp',' ',' '
'2394',BLADDER NEOPLASM NOS,44,'Neoplsm unsp',' ',' '
'2395',OTHER GU NEOPLASM NOS,44,'Neoplsm unsp',' ',' '
'2396',BRAIN NEOPLASM NOS,44,'Neoplsm unsp',' ',' '
'2397',ENDOCRINE/NERV NEO NOS,44,'Neoplsm unsp',' ',' '
'2398',NEOPLASM NOS- SITE NEC (end 2009),44,'Neoplsm unsp',' ',' '
'23981',Neo retina/choroid NOS (Begin 2009),44,'Neoplsm unsp',' ',' '
'23989',Neoplasm other sites NOS (Begin 2009),44,'Neoplsm unsp',' ',' '
'2399',NEOPLASM NOS,44,'Neoplsm unsp',' ',' '
'v580',RADIOTHERAPY ENCOUNTER,45,'Maint chem/r',' ',' '
'v581',CHEMOTHERAPY ENCOUNTER (End 2005),45,'Maint chem/r',' ',' '
'v5811',ANTINEOPLASTIC CHEMO ENC (Begin 2005),45,'Maint chem/r',' ',' '
'v5812',IMMUNOTHERAPY ENCOUNTER (Begin 2005),45,'Maint chem/r',' ',' '
'v661',RADIOTHERAPY CONVALESCEN,45,'Maint chem/r',' ',' '
'v662',CHEMOTHERAPY CONVALESCEN,45,'Maint chem/r',' ',' '
'v671',RADIOTHERAPY FOLLOW-UP,45,'Maint chem/r',' ',' '
'v672',CHEMOTHERAPY FOLLOW-UP,45,'Maint chem/r',' ',' '
'2180',SUBMUCOUS LEIOMYOMA,46,'Bnign ut neo',' ',' '
'2181',INTRAMURAL LEIOMYOMA,46,'Bnign ut neo',' ',' '
'2182',SUBSEROUS LEIOMYOMA,46,'Bnign ut neo',' ',' '
'2189',UTERINE LEIOMYOMA NOS,46,'Bnign ut neo',' ',' '
'2190',BENIGN NEO CERVIX UTERI,46,'Bnign ut neo',' ',' '
'2191',BENIGN NEO CORPUS UTERI,46,'Bnign ut neo',' ',' '
'2198',BENIGN NEO UTERUS NEC,46,'Bnign ut neo',' ',' '
'2199',BENIGN NEO UTERUS NOS,46,'Bnign ut neo',' ',' '
'20940',BEN CRCNOID SM INTST NOS (Begin 2008),47,'Ot bnign neo',' ',' '
'20941',BEN CARCINOID DUODENUM (Begin 2008),47,'Ot bnign neo',' ',' '
'20942',BENIGN CARCINOID JEJUNUM (Begin 2008),47,'Ot bnign neo',' ',' '
'20943',BENIGN CARCINOID ILEUM (Begin 2008),47,'Ot bnign neo',' ',' '
'20950',BEN CRCNOID LG INTST NOS (Begin 2008),47,'Ot bnign neo',' ',' '
'20951',BEN CARCINOID APPENDIX (Begin 2008),47,'Ot bnign neo',' ',' '
'20952',BENIGN CARCINOID CECUM (Begin 2008),47,'Ot bnign neo',' ',' '
'20953',BEN CARCINOID ASC COLON (Begin 2008),47,'Ot bnign neo',' ',' '
'20954',BEN CRCINOID TRANS COLON (Begin 2008),47,'Ot bnign neo',' ',' '
'20955',BEN CARCINOID DESC COLON (Begin 2008),47,'Ot bnign neo',' ',' '
'20956',BEN CARCINOID SIG COLON (Begin 2008),47,'Ot bnign neo',' ',' '
'20957',BENIGN CARCINOID RECTUM (Begin 2008),47,'Ot bnign neo',' ',' '
'20960',BEN CRCND PRIM SITE UNKN (Begin 2008),47,'Ot bnign neo',' ',' '
'20961',BEN CARCINOID BRONC/LUNG (Begin 2008),47,'Ot bnign neo',' ',' '
'20962',BENIGN CARCINOID THYMUS (Begin 2008),47,'Ot bnign neo',' ',' '
'20963',BENIGN CARCINOID STOMACH (Begin 2008),47,'Ot bnign neo',' ',' '
'20964',BENIGN CARCINOID KIDNEY (Begin 2008),47,'Ot bnign neo',' ',' '
'20965',BEN CRCINOID FOREGUT NOS (Begin 2008),47,'Ot bnign neo',' ',' '
'20966',BEN CRCINOID MIDGUT NOS (Begin 2008),47,'Ot bnign neo',' ',' '
'20967',BEN CRCNOID HINDGUT NOS (Begin 2008),47,'Ot bnign neo',' ',' '
'20969',BENGN CARCINOID OTH SITE (Begin 2008),47,'Ot bnign neo',' ',' '
'2100',BENIGN NEOPLASM LIP,47,'Ot bnign neo',' ',' '
'2101',BENIGN NEOPLASM TONGUE,47,'Ot bnign neo',' ',' '
'2102',BEN NEO MAJOR SALIVARY,47,'Ot bnign neo',' ',' '
'2103',BENIGN NEO MOUTH FLOOR,47,'Ot bnign neo',' ',' '
'2104',BENIGN NEO MOUTH NEC/NOS,47,'Ot bnign neo',' ',' '
'2105',BENIGN NEOPLASM TONSIL,47,'Ot bnign neo',' ',' '
'2106',BENIGN NEO OROPHARYN NEC,47,'Ot bnign neo',' ',' '
'2107',BENIGN NEO NASOPHARYNX,47,'Ot bnign neo',' ',' '
'2108',BENIGN NEO HYPOPHARYNX,47,'Ot bnign neo',' ',' '
'2109',BENIGN NEO PHARYNX NOS,47,'Ot bnign neo',' ',' '
'2110',BENIGN NEO ESOPHAGUS,47,'Ot bnign neo',' ',' '
'2111',BENIGN NEOPLASM STOMACH,47,'Ot bnign neo',' ',' '
'2112',BENIGN NEOPLASM SM BOWEL,47,'Ot bnign neo',' ',' '
'2113',BENIGN NEOPLASM LG BOWEL,47,'Ot bnign neo',' ',' '
'2114',BENIGN NEOPL RECTUM/ANUS,47,'Ot bnign neo',' ',' '
'2115',BEN NEO LIVER/BILE DUCTS,47,'Ot bnign neo',' ',' '
'2116',BENIGN NEOPLASM PANCREAS,47,'Ot bnign neo',' ',' '
'2117',BEN NEO ISLETS LANGERHAN,47,'Ot bnign neo',' ',' '
'2118',BEN NEO PERITONEUM,47,'Ot bnign neo',' ',' '
'2119',BEN NEO GI TRACT NEC/NOS,47,'Ot bnign neo',' ',' '
'2120',BEN NEO NASAL CAV/SINUS,47,'Ot bnign neo',' ',' '
'2121',BENIGN NEO LARYNX,47,'Ot bnign neo',' ',' '
'2122',BENIGN NEO TRACHEA,47,'Ot bnign neo',' ',' '
'2123',BENIGN NEO BRONCHUS/LUNG,47,'Ot bnign neo',' ',' '
'2124',BENIGN NEOPLASM PLEURA,47,'Ot bnign neo',' ',' '
'2125',BENIGN NEO MEDIASTINUM,47,'Ot bnign neo',' ',' '
'2126',BENIGN NEOPLASM THYMUS,47,'Ot bnign neo',' ',' '
'2127',BENIGN NEOPLASM HEART,47,'Ot bnign neo',' ',' '
'2128',BENIGN NEO RESP SYS NEC,47,'Ot bnign neo',' ',' '
'2129',BENIGN NEO RESP SYS NOS,47,'Ot bnign neo',' ',' '
'2130',BEN NEO SKULL/FACE BONE,47,'Ot bnign neo',' ',' '
'2131',BEN NEO LOWER JAW BONE,47,'Ot bnign neo',' ',' '
'2132',BENIGN NEO VERTEBRAE,47,'Ot bnign neo',' ',' '
'2133',BEN NEO RIBS/STERN/CLAV,47,'Ot bnign neo',' ',' '
'2134',BEN NEO LONG BONES ARM,47,'Ot bnign neo',' ',' '
'2135',BEN NEO BONES WRIST/HAND,47,'Ot bnign neo',' ',' '
'2136',BENIGN NEO PELVIC GIRDLE,47,'Ot bnign neo',' ',' '
'2137',BEN NEO LONG BONES LEG,47,'Ot bnign neo',' ',' '
'2138',BEN NEO BONES ANKLE/FOOT,47,'Ot bnign neo',' ',' '
'2139',BENIGN NEO BONE NOS,47,'Ot bnign neo',' ',' '
'2140',LIPOMA SKIN FACE,47,'Ot bnign neo',' ',' '
'2141',LIPOMA SKIN NEC,47,'Ot bnign neo',' ',' '
'2142',LIPOMA INTRATHORACIC,47,'Ot bnign neo',' ',' '
'2143',LIPOMA INTRA-ABDOMINAL,47,'Ot bnign neo',' ',' '
'2144',LIPOMA SPERMATIC CORD,47,'Ot bnign neo',' ',' '
'2148',LIPOMA NEC,47,'Ot bnign neo',' ',' '
'2149',LIPOMA NOS,47,'Ot bnign neo',' ',' '
'2150',BEN NEO SOFT TISSUE HEAD,47,'Ot bnign neo',' ',' '
'2152',BEN NEO SOFT TISSUE ARM,47,'Ot bnign neo',' ',' '
'2153',BEN NEO SOFT TISSUE LEG,47,'Ot bnign neo',' ',' '
'2154',BEN NEO SOFT TIS THORAX,47,'Ot bnign neo',' ',' '
'2155',BEN NEO SOFT TIS ABDOMEN,47,'Ot bnign neo',' ',' '
'2156',BEN NEO SOFT TIS PELVIS,47,'Ot bnign neo',' ',' '
'2157',BENIGN NEO TRUNK NOS,47,'Ot bnign neo',' ',' '
'2158',BEN NEO SOFT TISSUE NEC,47,'Ot bnign neo',' ',' '
'2159',BEN NEO SOFT TISSUE NOS,47,'Ot bnign neo',' ',' '
'2160',BENIGN NEO SKIN LIP,47,'Ot bnign neo',' ',' '
'2161',BENIGN NEO SKIN EYELID,47,'Ot bnign neo',' ',' '
'2162',BENIGN NEO SKIN EAR,47,'Ot bnign neo',' ',' '
'2163',BENIGN NEO SKIN FACE NEC,47,'Ot bnign neo',' ',' '
'2164',BEN NEO SCALP/SKIN NECK,47,'Ot bnign neo',' ',' '
'2165',BENIGN NEO SKIN TRUNK,47,'Ot bnign neo',' ',' '
'2166',BENIGN NEO SKIN ARM,47,'Ot bnign neo',' ',' '
'2167',BENIGN NEO SKIN LEG,47,'Ot bnign neo',' ',' '
'2168',BENIGN NEOPLASM SKIN NEC,47,'Ot bnign neo',' ',' '
'2169',BENIGN NEOPLASM SKIN NOS,47,'Ot bnign neo',' ',' '
'217',BENIGN NEOPLASM BREAST,47,'Ot bnign neo',' ',' '
'220',BENIGN NEOPLASM OVARY,47,'Ot bnign neo',' ',' '
'2210',BEN NEO FALLOPIAN TUBE,47,'Ot bnign neo',' ',' '
'2211',BENIGN NEOPLASM VAGINA,47,'Ot bnign neo',' ',' '
'2212',BENIGN NEOPLASM VULVA,47,'Ot bnign neo',' ',' '
'2218',BEN NEO FEM GENITAL NEC,47,'Ot bnign neo',' ',' '
'2219',BEN NEO FEM GENITAL NOS,47,'Ot bnign neo',' ',' '
'2220',BENIGN NEOPLASM TESTIS,47,'Ot bnign neo',' ',' '
'2221',BENIGN NEOPLASM PENIS,47,'Ot bnign neo',' ',' '
'2222',BENIGN NEOPLASM PROSTATE,47,'Ot bnign neo',' ',' '
'2223',BENIGN NEO EPIDIDYMIS,47,'Ot bnign neo',' ',' '
'2224',BENIGN NEOPLASM SCROTUM,47,'Ot bnign neo',' ',' '
'2228',BEN NEO MALE GENITAL NEC,47,'Ot bnign neo',' ',' '
'2229',BEN NEO MALE GENITAL NOS,47,'Ot bnign neo',' ',' '
'2230',BENIGN NEOPLASM KIDNEY,47,'Ot bnign neo',' ',' '
'2231',BENIGN NEO RENAL PELVIS,47,'Ot bnign neo',' ',' '
'2232',BENIGN NEOPLASM URETER,47,'Ot bnign neo',' ',' '
'2233',BENIGN NEOPLASM BLADDER,47,'Ot bnign neo',' ',' '
'22381',BENIGN NEOPLASM URETHRA,47,'Ot bnign neo',' ',' '
'22389',BENIGN NEO URINARY NEC,47,'Ot bnign neo',' ',' '
'2239',BENIGN NEO URINARY NOS,47,'Ot bnign neo',' ',' '
'2240',BENIGN NEOPLASM EYEBALL,47,'Ot bnign neo',' ',' '
'2241',BENIGN NEOPLASM ORBIT,47,'Ot bnign neo',' ',' '
'2242',BEN NEO LACRIMAL GLAND,47,'Ot bnign neo',' ',' '
'2243',BENIGN NEO CONJUNCTIVA,47,'Ot bnign neo',' ',' '
'2244',BENIGN NEOPLASM CORNEA,47,'Ot bnign neo',' ',' '
'2245',BENIGN NEOPLASM RETINA,47,'Ot bnign neo',' ',' '
'2246',BENIGN NEOPLASM CHOROID,47,'Ot bnign neo',' ',' '
'2247',BEN NEO LACRIMAL DUCT,47,'Ot bnign neo',' ',' '
'2248',BENIGN NEOPLASM EYE NEC,47,'Ot bnign neo',' ',' '
'2249',BENIGN NEOPLASM EYE NOS,47,'Ot bnign neo',' ',' '
'2250',BENIGN NEOPLASM BRAIN,47,'Ot bnign neo',' ',' '
'2251',BENIGN NEO CRANIAL NERVE,47,'Ot bnign neo',' ',' '
'2252',BEN NEO CEREBR MENINGES,47,'Ot bnign neo',' ',' '
'2253',BENIGN NEO SPINAL CORD,47,'Ot bnign neo',' ',' '
'2254',BEN NEO SPINAL MENINGES,47,'Ot bnign neo',' ',' '
'2258',BENIGN NEO NERV SYS NEC,47,'Ot bnign neo',' ',' '
'2259',BENIGN NEO NERV SYS NOS,47,'Ot bnign neo',' ',' '
'226',BENIGN NEOPLASM THYROID,47,'Ot bnign neo',' ',' '
'2270',BENIGN NEOPLASM ADRENAL,47,'Ot bnign neo',' ',' '
'2271',BENIGN NEO PARATHYROID,47,'Ot bnign neo',' ',' '
'2273',BENIGN NEO PITUITARY,47,'Ot bnign neo',' ',' '
'2274',BEN NEOPL PINEAL GLAND,47,'Ot bnign neo',' ',' '
'2275',BENIGN NEO CAROTID BODY,47,'Ot bnign neo',' ',' '
'2276',BEN NEO PARAGANGLIA NEC,47,'Ot bnign neo',' ',' '
'2278',BENIGN NEO ENDOCRINE NEC,47,'Ot bnign neo',' ',' '
'2279',BENIGN NEO ENDOCRINE NOS,47,'Ot bnign neo',' ',' '
'22800',HEMANGIOMA NOS,47,'Ot bnign neo',' ',' '
'22801',HEMANGIOMA SKIN,47,'Ot bnign neo',' ',' '
'22802',HEMANGIOMA INTRACRANIAL,47,'Ot bnign neo',' ',' '
'22803',HEMANGIOMA RETINA,47,'Ot bnign neo',' ',' '
'22804',HEMANGIOMA INTRA-ABDOM,47,'Ot bnign neo',' ',' '
'22809',HEMANGIOMA NEC,47,'Ot bnign neo',' ',' '
'2281',LYMPHANGIOMA- ANY SITE,47,'Ot bnign neo',' ',' '
'2290',BENIGN NEO LYMPH NODES,47,'Ot bnign neo',' ',' '
'2298',BENIGN NEOPLASM NEC,47,'Ot bnign neo',' ',' '
'2299',BENIGN NEOPLASM NOS,47,'Ot bnign neo',' ',' '
'v1272',HX COLONIC POLYPS (Begin 1994),47,'Ot bnign neo',' ',' '
'2400',SIMPLE GOITER,48,'Thyroid dsor',' ',' '
'2409',GOITER NOS,48,'Thyroid dsor',' ',' '
'2410',NONTOX UNINODULAR GOITER,48,'Thyroid dsor',' ',' '
'2411',NONTOX MULTINODUL GOITER,48,'Thyroid dsor',' ',' '
'2419',NONTOX NODUL GOITER NOS,48,'Thyroid dsor',' ',' '
'24200',TOX DIF GOITER NO CRISIS,48,'Thyroid dsor',' ',' '
'24201',TOX DIF GOITER W CRISIS,48,'Thyroid dsor',' ',' '
'24210',TOX UNINOD GOIT NO CRIS,48,'Thyroid dsor',' ',' '
'24211',TOX UNINOD GOIT W CRISIS,48,'Thyroid dsor',' ',' '
'24220',TOX MULTNOD GOIT NO CRIS,48,'Thyroid dsor',' ',' '
'24221',TOX MULTNOD GOIT W CRIS,48,'Thyroid dsor',' ',' '
'24230',TOX NOD GOITER NO CRISIS,48,'Thyroid dsor',' ',' '
'24231',TOX NOD GOITER W CRISIS,48,'Thyroid dsor',' ',' '
'24240',THYROTOX-ECT NOD NO CRIS,48,'Thyroid dsor',' ',' '
'24241',THYROTOX-ECT NOD W CRIS,48,'Thyroid dsor',' ',' '
'24280',THYRTOX ORIG NEC NO CRIS,48,'Thyroid dsor',' ',' '
'24281',THYROTOX ORIG NEC W CRIS,48,'Thyroid dsor',' ',' '
'24290',THYROTOX NOS NO CRISIS,48,'Thyroid dsor',' ',' '
'24291',THYROTOX NOS W CRISIS,48,'Thyroid dsor',' ',' '
'243',CONGENITAL HYPOTHYROIDSM,48,'Thyroid dsor',' ',' '
'2440',POSTSURGICAL HYPOTHYROID,48,'Thyroid dsor',' ',' '
'2441',POSTABLAT HYPOTHYR NEC,48,'Thyroid dsor',' ',' '
'2442',IODINE HYPOTHYROIDISM,48,'Thyroid dsor',' ',' '
'2443',IATROGEN HYPOTHYROID NEC,48,'Thyroid dsor',' ',' '
'2448',ACQUIRED HYPOTHYROID NEC,48,'Thyroid dsor',' ',' '
'2449',HYPOTHYROIDISM NOS,48,'Thyroid dsor',' ',' '
'2450',ACUTE THYROIDITIS,48,'Thyroid dsor',' ',' '
'2451',SUBACUTE THYROIDITIS,48,'Thyroid dsor',' ',' '
'2452',CHR LYMPHOCYT THYROIDIT,48,'Thyroid dsor',' ',' '
'2453',CHR FIBROUS THYROIDITIS,48,'Thyroid dsor',' ',' '
'2454',IATROGENIC THYROIDITIS,48,'Thyroid dsor',' ',' '
'2458',CHR THYROIDITIS NEC/NOS,48,'Thyroid dsor',' ',' '
'2459',THYROIDITIS NOS,48,'Thyroid dsor',' ',' '
'2460',DIS THYROCALCITON SECRET,48,'Thyroid dsor',' ',' '
'2461',DYSHORMONOGENIC GOITER,48,'Thyroid dsor',' ',' '
'2462',CYST OF THYROID,48,'Thyroid dsor',' ',' '
'2463',HEMORR/INFARC THYROID,48,'Thyroid dsor',' ',' '
'2468',DISORDERS OF THYROID NEC,48,'Thyroid dsor',' ',' '
'2469',DISORDER OF THYROID NOS,48,'Thyroid dsor',' ',' '
'7945',ABN THYROID FUNCT STUDY,48,'Thyroid dsor',' ',' '
'24900',SEC DM WO CMP NT ST UNCN (Begin 2008),49,'DiabMel no c',' ',' '
'25000',DIABETES UNCOMPL TYPE II,49,'DiabMel no c',' ',' '
'25001',DIABETES UNCOMPL TYPE I,49,'DiabMel no c',' ',' '
'7902',ABN GLUCOSE TOLERAN TEST (End 2003),49,'DiabMel no c',' ',' '
'79021',IMPAIRED FASTING GLUCOSE (Begin 2003),49,'DiabMel no c',' ',' '
'79022',IMPAIRED GLUCOSE TOLERANCE TEST (ORAL) (Begin 2003),49,'DiabMel no c',' ',' '
'79029',OTHER ABNORMAL GLUCOSE (Begin 2003),49,'DiabMel no c',' ',' '
'7915',GLYCOSURIA,49,'DiabMel no c',' ',' '
'7916',ACETONURIA,49,'DiabMel no c',' ',' '
'v4585',INSULIN PUMP STATUS (Begin 2003),49,'DiabMel no c',' ',' '
'v5391',FITTING AND ADJUSTMENT OF INSULIN PUMP (Begin 2003),49,'DiabMel no c',' ',' '
'v6546',ENCOUNTER FOR INSULIN PUMP TRAINING (Begin 2003),49,'DiabMel no c',' ',' '
'24901',SEC DM WO COMP UNCONTRLD (Begin 2008),50,'DiabMel w/cm',' ',' '
'24910',SEC DM KETO NT ST UNCNTR (Begin 2008),50,'DiabMel w/cm',' ',' '
'24911',SEC DM KETOACD UNCNTRLD (Begin 2008),50,'DiabMel w/cm',' ',' '
'24920',SEC DM HPROS NT ST UNCNR (Begin 2008),50,'DiabMel w/cm',' ',' '
'24921',SEC DM HPROSMLR UNCNTRLD (Begin 2008),50,'DiabMel w/cm',' ',' '
'24930',SEC DM OT CMA NT ST UNCN (Begin 2008),50,'DiabMel w/cm',' ',' '
'24931',SEC DM OTH COMA UNCNTRLD (Begin 2008),50,'DiabMel w/cm',' ',' '
'24940',SEC DM RENL NT ST UNCNTR (Begin 2008),50,'DiabMel w/cm',' ',' '
'24941',SEC DM RENAL UNCONTRLD (Begin 2008),50,'DiabMel w/cm',' ',' '
'24950',SEC DM OPHTH NT ST UNCN (Begin 2008),50,'DiabMel w/cm',' ',' '
'24951',SEC DM OPHTH UNCONTRLD (Begin 2008),50,'DiabMel w/cm',' ',' '
'24960',SEC DM NEURO NT ST UNCN (Begin 2008),50,'DiabMel w/cm',' ',' '
'24961',SEC DM NEURO UNCONTRLD (Begin 2008),50,'DiabMel w/cm',' ',' '
'24970',SEC DM CIRC NT ST UNCNTR (Begin 2008),50,'DiabMel w/cm',' ',' '
'24971',SEC DM CIRC UNCONTRLD (Begin 2008),50,'DiabMel w/cm',' ',' '
'24980',SEC DM OTH NT ST UNCONTR (Begin 2008),50,'DiabMel w/cm',' ',' '
'24981',SEC DM OTHER UNCONTRLD (Begin 2008),50,'DiabMel w/cm',' ',' '
'24990',SEC DM UNSP NT ST UNCON (Begin 2008),50,'DiabMel w/cm',' ',' '
'24991',SEC DM UNSP UNCONTROLD (Begin 2008),50,'DiabMel w/cm',' ',' '
'25002',DIABETES MELL TYPE II UNCONT (Begin 1993),50,'DiabMel w/cm',' ',' '
'25003',DIABETES MELL TYPE I UNCONT (Begin 1993),50,'DiabMel w/cm',' ',' '
'25010',DIAB KETOACIDOSIS TYP II,50,'DiabMel w/cm',' ',' '
'25011',DIAB KETOACIDOSIS TYPE I,50,'DiabMel w/cm',' ',' '
'25012',DIAB KETOACID TYPE I DM UNCONT (Begin 1993),50,'DiabMel w/cm',' ',' '
'25013',DIAB KETOACID TYPE I DM UNCONT (Begin 1993),50,'DiabMel w/cm',' ',' '
'25020',DM HYPEROSM COMA TYPE II,50,'DiabMel w/cm',' ',' '
'25021',DM HYPEROSM COMA TYPE I,50,'DiabMel w/cm',' ',' '
'25022',DM W/ HYPEROSMO TYPE II DM UNCONT (Begin 1993),50,'DiabMel w/cm',' ',' '
'25023',DM W/ HYPEROSMO TYPE I DM UNCONT (Begin 1993),50,'DiabMel w/cm',' ',' '
'25030',DIABETES COMA NEC TYP II,50,'DiabMel w/cm',' ',' '
'25031',DIABETES COMA NEC TYPE I,50,'DiabMel w/cm',' ',' '
'25032',DIAB COMA NEC TYP II DM UNCONT (Begin 1993),50,'DiabMel w/cm',' ',' '
'25033',DIAB COMA NEC TYPE I DM UNCONT (Begin 1993),50,'DiabMel w/cm',' ',' '
'25040',DIAB RENAL MANIF TYPE II,50,'DiabMel w/cm',' ',' '
'25041',DIAB RENAL MANIF TYPE I,50,'DiabMel w/cm',' ',' '
'25042',DIAB RENAL MANIF TYPE II DM UNCONT (Begin 1993),50,'DiabMel w/cm',' ',' '
'25043',DIAB RENAL MANIF TYPE I DM UNCONT (Begin 1993),50,'DiabMel w/cm',' ',' '
'25050',DIAB EYE MANIF TYPE II,50,'DiabMel w/cm',' ',' '
'25051',DIAB EYE MANIF TYPE I,50,'DiabMel w/cm',' ',' '
'25052',DIAB EYE MANIF TYPE II DM UNCONT (Begin 1993),50,'DiabMel w/cm',' ',' '
'25053',DIAB EYE MANIF TYPE I DM UNCONT (Begin 1993),50,'DiabMel w/cm',' ',' '
'25060',DIAB NEURO MANIF TYPE II,50,'DiabMel w/cm',' ',' '
'25061',DIAB NEURO MANIF TYPE I,50,'DiabMel w/cm',' ',' '
